delivery_partner_id,partner_name,vehicle_type,employment_type,avg_rating,is_active
DP10672,Rakesh Y,Bike,Part-time,4.73,Y
DP06260,Suresh P,Bike,Full-time,4.37,N
DP10441,Santosh U,Cycle,Full-time,4.44,Y
DP11562,Vikas M,Cycle,Full-time,4.06,Y
DP02115,Sneha R,Bike,Full-time,4.11,Y
DP04780,Shreya B,Cycle,Part-time,4.36,Y
DP01148,Suresh P,Bike,Full-time,4.3,N
DP10663,Meena S,Scooter,Part-time,4.52,Y
DP03887,Ravi K,Scooter,Full-time,4.18,Y
DP12889,Ravi B,Car,Full-time,4.18,Y
DP05300,Arjun P,Bike,Full-time,3.48,Y
DP04164,Priya Y,Scooter,Full-time,3.69,Y
DP14272,Pooja N,Bike,Full-time,3.86,Y
DP11904,Deepak L,Bike,Full-time,4.14,N
DP12129,Deepak Q,Bike,Contract,4.4,Y
DP04353,Santosh P,Cycle,Part-time,4.3,Y
DP14877,Nikhil Y,Cycle,Full-time,4.02,Y
DP09782,Ananya K,Cycle,Full-time,4.3,Y
DP08042,Santosh Z,Cycle,Full-time,4.24,N
DP08800,Ravi E,Scooter,Contract,3.97,Y
DP14524,Manoj P,Scooter,Part-time,4.12,Y
DP00229,Rahul O,Bike,Part-time,3.67,Y
DP14997,Shreya N,Scooter,Part-time,4.31,Y
DP08994,Meena U,Scooter,Full-time,4.31,Y
DP05187,Suresh V,Car,Full-time,4.06,Y
DP03955,Sneha B,Cycle,Full-time,3.76,N
DP02602,Rakesh A,Cycle,Part-time,3.99,Y
DP05239,Santosh P,Scooter,Part-time,4.21,N
DP01832,Santosh J,Bike,Part-time,3.86,Y
DP13471,Shreya B,Scooter,Full-time,4.56,Y
DP14678,Divya F,Scooter,Full-time,4.47,Y
DP00568,Pooja H,Scooter,Full-time,4.19,Y
DP03895,Manoj Z,Bike,Part-time,4.39,N
DP05328,Deepak V,Cycle,Part-time,4.19,Y
DP01183,Manoj D,Scooter,Contract,3.75,Y
DP00004,Shreya D,Scooter,Contract,3.93,Y
DP10804,Arjun E,Cycle,Full-time,4.49,Y
DP10015,Sneha A,Scooter,Part-time,3.8,Y
DP04937,Rahul X,Cycle,Full-time,4.91,Y
DP09366,Sneha F,Scooter,Full-time,4.18,N
DP06687,Manoj H,Scooter,Contract,4.3,Y
DP08281,Arjun Z,Bike,Full-time,4.58,N
DP07704,Rahul X,Scooter,Part-time,4.4,Y
DP09821,Nikhil E,Bike,Part-time,3.84,Y
DP09468,Priya A,Scooter,Full-time,4.17,N
DP13925,Santosh Q,Bike,Full-time,4.11,Y
DP11281,Rahul E,Bike,Full-time,3.84,Y
DP03374,Manoj H,Scooter,Contract,4.39,Y
DP06171,Ravi P,Bike,Contract,4.15,Y
DP09272,Manoj Y,Scooter,Full-time,4.02,Y
DP06185,Priya G,Cycle,Full-time,4.37,Y
DP07114,Neha J,Bike,Full-time,3.93,Y
DP09798,Rakesh W,Scooter,Part-time,3.58,Y
DP02572,Arjun J,Cycle,Full-time,4.26,Y
DP13258,Vikas D,Bike,Full-time,4.62,Y
DP00434,Amit Q,Bike,Part-time,4.26,Y
DP02056,Amit O,Cycle,Contract,3.55,N
DP07435,Divya A,Scooter,Part-time,4.26,Y
DP10084,Meena K,Bike,Contract,4.3,Y
DP11209,Neha A,Bike,Contract,4.21,Y
DP06708,Rakesh X,Bike,Full-time,4.43,Y
DP04892,Meena R,Bike,Part-time,3.74,Y
DP05196,Sneha K,Scooter,Part-time,4.3,Y
DP06821,Shreya Y,Cycle,Contract,4.38,Y
DP01369,Vikas G,Scooter,Full-time,3.29,N
DP08970,Manoj K,Bike,Full-time,3.92,N
DP05810,Deepak B,Scooter,Part-time,4.36,Y
DP08292,Deepak Q,Bike,Full-time,3.87,Y
DP13604,Rahul P,Bike,Full-time,3.85,Y
DP11492,Amit C,Scooter,Full-time,3.81,Y
DP12115,Divya N,Bike,Contract,3.85,Y
DP07147,Divya P,Car,Full-time,4.25,Y
DP07259,Sneha M,Bike,Full-time,4.28,Y
DP14125,Shreya R,Scooter,Full-time,3.93,Y
DP02823,Pooja H,Bike,Part-time,4.82,Y
DP05861,Sneha F,Bike,Part-time,3.83,N
DP14035,Kiran P,Cycle,Full-time,4.48,Y
DP11781,Nikhil E,Cycle,Part-time,4.61,Y
DP05595,Suresh C,Scooter,Full-time,4.27,Y
DP12705,Sneha S,Scooter,Part-time,4.05,Y
DP05118,Sneha B,Scooter,Full-time,4.35,N
DP10431,Shreya L,Bike,Full-time,3.96,Y
DP08898,Neha W,Car,Full-time,3.86,N
DP00136,Shreya G,Bike,Full-time,4.29,Y
DP08435,Santosh Q,Bike,Full-time,4.13,N
DP03720,Shreya Q,Bike,Part-time,4.42,Y
DP10627,Meena W,Scooter,Full-time,4.16,Y
DP10419,Arjun S,Scooter,Part-time,4.4,Y
DP11484,Rahul G,Bike,Full-time,4.24,Y
DP13147,Vikas K,Bike,Contract,4.26,Y
DP13266,Priya O,Scooter,Full-time,4.22,Y
DP02839,Deepak V,Scooter,Full-time,4.43,Y
DP09581,Neha T,Scooter,Contract,4.51,Y
DP00555,Santosh P,Bike,Part-time,4.35,Y
DP09597,Suresh W,Cycle,Full-time,4.42,Y
DP01388,Shreya A,Cycle,Full-time,3.87,N
DP08171,Pooja I,Scooter,Full-time,3.89,Y
DP11302,Manoj U,Scooter,Part-time,4.62,Y
DP06062,Meena P,Cycle,Part-time,3.61,Y
DP13870,Ravi S,Scooter,Full-time,4.01,Y
DP03164,Nikhil R,Bike,Full-time,4.23,Y
DP08512,Neha W,Bike,Part-time,4.01,Y
DP01869,Kiran H,Bike,Part-time,4.09,Y
DP12959,Manoj A,Bike,Full-time,4.21,N
DP06023,Vikas B,Scooter,Full-time,3.84,Y
DP03544,Shreya U,Scooter,Part-time,4.23,Y
DP08070,Kiran T,Bike,Full-time,3.61,Y
DP02203,Priya F,Scooter,Full-time,4.62,Y
DP10840,Amit Z,Cycle,Full-time,4.84,Y
DP03525,Meena Y,Bike,Part-time,3.88,Y
DP10078,Santosh T,Cycle,Contract,3.84,Y
DP13946,Manoj Z,Bike,Full-time,3.64,Y
DP02164,Amit K,Scooter,Contract,4.31,Y
DP11162,Deepak T,Cycle,Full-time,4.08,Y
DP08879,Neha Y,Bike,Part-time,4.23,Y
DP06886,Rakesh J,Scooter,Contract,4.51,Y
DP00241,Rahul Q,Cycle,Contract,4.57,N
DP08547,Neha S,Cycle,Part-time,4.03,Y
DP10965,Rahul C,Bike,Part-time,3.97,Y
DP08526,Neha L,Bike,Full-time,3.81,Y
DP09043,Meena Y,Bike,Part-time,4.38,Y
DP00943,Ravi H,Scooter,Full-time,3.87,Y
DP13658,Amit H,Scooter,Full-time,4.57,Y
DP07854,Rakesh H,Cycle,Part-time,4.03,Y
DP07707,Nikhil U,Bike,Part-time,4.81,Y
DP04563,Neha M,Scooter,Full-time,3.96,Y
DP10157,Manoj H,Scooter,Contract,4.55,Y
DP09510,Amit B,Bike,Full-time,3.98,Y
DP05305,Shreya H,Bike,Full-time,4.36,Y
DP07131,Deepak S,Cycle,Contract,4.58,Y
DP11611,Manoj C,Bike,Part-time,4.25,Y
DP10720,Meena J,Scooter,Full-time,3.97,Y
DP12601,Vikas U,Scooter,Contract,4.67,Y
DP07671,Meena T,Bike,Full-time,4.01,Y
DP03039,Vikas N,Bike,Contract,4.81,Y
DP01526,Sneha Y,Scooter,Contract,4.57,Y
DP06404,Priya Z,Bike,Full-time,4.09,Y
DP02600,Suresh A,Bike,Full-time,4.47,N
DP03309,Vikas F,Scooter,Contract,4.33,N
DP07467,Shreya E,Cycle,Full-time,3.92,Y
DP04298,Vikas X,Car,Full-time,4.75,N
DP11719,Divya O,Bike,Full-time,4.49,N
DP06501,Shreya U,Cycle,Part-time,3.74,Y
DP04120,Kiran F,Bike,Full-time,3.62,Y
DP07181,Shreya B,Scooter,Contract,4.24,Y
DP14118,Amit O,Scooter,Full-time,4.13,Y
DP04497,Arjun D,Car,Full-time,4.03,Y
DP07051,Priya I,Bike,Full-time,4.13,N
DP06457,Amit U,Bike,Part-time,4.56,Y
DP12401,Vikas C,Scooter,Contract,4.22,Y
DP04912,Divya Z,Scooter,Full-time,4.69,Y
DP05537,Neha Q,Cycle,Full-time,4.03,Y
DP13101,Vikas T,Bike,Full-time,3.94,Y
DP03847,Amit O,Bike,Full-time,4.01,Y
DP07397,Deepak J,Car,Full-time,4.01,Y
DP12126,Pooja H,Bike,Contract,4.09,Y
DP01271,Santosh I,Cycle,Contract,4.11,Y
DP14014,Priya A,Bike,Full-time,4.43,Y
DP10086,Amit L,Bike,Contract,3.32,Y
DP06865,Manoj N,Scooter,Part-time,3.93,Y
DP12575,Sneha S,Scooter,Full-time,3.93,Y
DP13290,Neha Y,Cycle,Full-time,4.29,Y
DP04979,Santosh O,Bike,Full-time,4.4,Y
DP14189,Divya X,Car,Full-time,4.48,Y
DP05753,Amit H,Cycle,Full-time,4.36,Y
DP03596,Sneha P,Cycle,Part-time,3.55,Y
DP07456,Meena Y,Scooter,Part-time,4.39,Y
DP05491,Rakesh R,Bike,Part-time,4.19,Y
DP03893,Manoj E,Scooter,Full-time,3.69,Y
DP03669,Neha H,Scooter,Contract,4.11,N
DP06653,Pooja A,Bike,Part-time,4.35,Y
DP01769,Arjun I,Scooter,Full-time,4.34,Y
DP08064,Priya L,Scooter,Full-time,4.25,Y
DP13829,Suresh K,Bike,Part-time,3.68,Y
DP02512,Ravi F,Cycle,Full-time,4.01,N
DP14672,Neha R,Scooter,Part-time,4.33,N
DP02863,Sneha Z,Bike,Full-time,4.41,Y
DP01141,Suresh R,Scooter,Full-time,4.46,Y
DP11704,Manoj N,Bike,Full-time,4.34,N
DP09876,Divya A,Scooter,Full-time,4.59,Y
DP00412,Shreya Y,Scooter,Part-time,4.42,Y
DP05428,Priya K,Scooter,Part-time,3.62,Y
DP02641,Nikhil B,Bike,Full-time,4.33,Y
DP07138,Neha F,Scooter,Contract,4.18,Y
DP03548,Ananya K,Scooter,Full-time,4.53,Y
DP13345,Rakesh U,Bike,Full-time,4.01,Y
DP08402,Nikhil N,Bike,Part-time,4.52,Y
DP05484,Ananya V,Bike,Part-time,4.37,Y
DP04557,Kiran B,Bike,Full-time,4.31,Y
DP12343,Shreya I,Bike,Contract,4.77,Y
DP05511,Kiran F,Bike,Contract,4.3,Y
DP13470,Rakesh G,Cycle,Full-time,4.23,Y
DP05716,Arjun V,Scooter,Contract,3.96,Y
DP05501,Ravi D,Bike,Full-time,4.39,Y
DP00387,Arjun G,Scooter,Contract,4.47,Y
DP13430,Suresh R,Scooter,Part-time,4.26,N
DP11695,Manoj Z,Bike,Part-time,4.63,Y
DP04421,Rahul X,Scooter,Part-time,4.73,Y
DP09527,Suresh E,Scooter,Part-time,4.41,Y
DP06443,Sneha Q,Bike,Contract,4.45,Y
DP01539,Neha W,Bike,Full-time,3.97,Y
DP00876,Meena B,Scooter,Part-time,4.3,Y
DP06698,Divya X,Scooter,Part-time,4.59,Y
DP06440,Vikas U,Cycle,Part-time,3.79,Y
DP01888,Ananya N,Scooter,Full-time,4.48,N
DP11115,Suresh T,Scooter,Part-time,4.2,N
DP06563,Suresh K,Bike,Full-time,4,Y
DP01578,Deepak F,Bike,Part-time,4.17,Y
DP13026,Manoj C,Bike,Part-time,3.97,Y
DP13500,Kiran W,Bike,Contract,4.39,Y
DP05100,Ananya S,Scooter,Full-time,3.94,N
DP00022,Manoj H,Scooter,Part-time,4.45,Y
DP13920,Vikas P,Cycle,Part-time,4.07,Y
DP14350,Deepak B,Bike,Contract,4.39,Y
DP00821,Rahul F,Scooter,Full-time,4.28,Y
DP05375,Meena B,Scooter,Full-time,3.72,Y
DP00551,Priya T,Scooter,Contract,3.92,Y
DP12578,Priya D,Scooter,Full-time,3.43,Y
DP01556,Nikhil E,Bike,Full-time,4.08,Y
DP04099,Rakesh N,Scooter,Full-time,4.08,Y
DP02218,Divya E,Bike,Contract,4.25,N
DP05125,Ravi K,Bike,Contract,3.7,Y
DP04399,Rahul I,Bike,Full-time,3.85,N
DP03074,Neha K,Bike,Full-time,4.22,Y
DP14031,Divya J,Bike,Part-time,3.97,Y
DP14410,Manoj Y,Scooter,Full-time,3.62,Y
DP08407,Divya T,Scooter,Part-time,4.13,N
DP09319,Shreya Y,Bike,Part-time,4.02,Y
DP10266,Santosh N,Scooter,Contract,3.76,Y
DP00452,Suresh T,Bike,Full-time,4.68,Y
DP13559,Shreya C,Bike,Part-time,4.62,Y
DP10174,Nikhil Z,Cycle,Contract,4.11,Y
DP13302,Neha X,Bike,Part-time,4.29,Y
DP09315,Shreya M,Car,Part-time,4.74,Y
DP14370,Nikhil H,Scooter,Full-time,4.57,Y
DP13639,Ananya N,Bike,Part-time,4.59,N
DP12558,Meena J,Bike,Full-time,4,N
DP09219,Arjun S,Bike,Part-time,4.38,Y
DP07929,Amit O,Bike,Part-time,4.08,Y
DP06838,Santosh U,Cycle,Full-time,4.21,Y
DP14452,Ravi A,Cycle,Full-time,4.2,N
DP08984,Amit W,Cycle,Full-time,4.39,Y
DP09205,Manoj O,Bike,Contract,4.23,Y
DP01874,Vikas Z,Scooter,Full-time,4.06,Y
DP13378,Arjun J,Cycle,Full-time,4.32,Y
DP11642,Amit A,Scooter,Full-time,4.3,Y
DP08600,Divya L,Bike,Part-time,3.65,Y
DP00010,Santosh N,Bike,Contract,3.94,Y
DP12087,Ananya G,Bike,Part-time,4.04,Y
DP01867,Vikas Z,Scooter,Part-time,4.11,Y
DP07708,Suresh E,Bike,Part-time,4.26,Y
DP06521,Arjun Z,Scooter,Full-time,4.65,Y
DP04641,Nikhil T,Scooter,Full-time,4.23,Y
DP01166,Manoj B,Car,Full-time,4.25,Y
DP01146,Rahul Y,Bike,Full-time,3.88,Y
DP10566,Neha S,Scooter,Part-time,4.48,Y
DP08530,Deepak N,Cycle,Contract,4.72,Y
DP11444,Nikhil H,Bike,Full-time,4.69,Y
DP05746,Priya N,Scooter,Full-time,4.52,Y
DP13936,Rahul K,Cycle,Full-time,4.48,Y
DP05967,Suresh Q,Scooter,Full-time,3.54,Y
DP09223,Meena B,Scooter,Part-time,4.23,Y
DP13327,Shreya O,Bike,Full-time,4.03,Y
DP08422,Ananya F,Bike,Full-time,3.98,N
DP12982,Sneha P,Bike,Full-time,4.46,Y
DP08311,Ravi Y,Scooter,Part-time,4.26,Y
DP12524,Amit O,Bike,Contract,4.45,N
DP09296,Ravi V,Bike,Full-time,4.35,Y
DP10682,Rakesh L,Bike,Contract,4.63,Y
DP13213,Meena L,Scooter,Part-time,4.27,Y
DP13994,Sneha H,Scooter,Full-time,4.48,Y
DP08389,Neha L,Cycle,Full-time,4.3,Y
DP07589,Nikhil S,Scooter,Full-time,3.91,Y
DP05341,Manoj X,Scooter,Part-time,4.3,Y
DP05242,Ravi E,Bike,Part-time,3.69,Y
DP00574,Kiran K,Scooter,Part-time,4.19,N
DP04233,Pooja G,Car,Full-time,4.01,Y
DP11213,Manoj T,Bike,Full-time,4.18,Y
DP02578,Ananya Z,Bike,Full-time,3.76,Y
DP11937,Vikas I,Bike,Contract,4.29,Y
DP10051,Rakesh E,Cycle,Full-time,4.01,Y
DP11431,Vikas B,Bike,Full-time,4.09,Y
DP12548,Pooja B,Scooter,Full-time,3.91,Y
DP00244,Meena N,Cycle,Contract,4.45,Y
DP13279,Amit A,Scooter,Full-time,4.29,Y
DP14755,Vikas M,Scooter,Part-time,4.19,Y
DP04375,Divya T,Bike,Part-time,4.56,Y
DP13400,Neha Y,Scooter,Full-time,4.82,Y
DP08162,Vikas Y,Cycle,Full-time,4.12,Y
DP09908,Rahul O,Scooter,Part-time,4.43,Y
DP01535,Rakesh C,Bike,Part-time,4.13,Y
DP07902,Neha Q,Scooter,Part-time,4.7,Y
DP05213,Meena K,Cycle,Full-time,4.07,Y
DP11922,Arjun Y,Bike,Full-time,4.12,Y
DP02004,Rahul T,Scooter,Full-time,4.12,Y
DP01824,Vikas M,Bike,Full-time,4.76,Y
DP06312,Neha J,Cycle,Part-time,3.87,N
DP06896,Arjun J,Bike,Full-time,4.31,Y
DP12194,Neha K,Scooter,Full-time,3.39,Y
DP05228,Priya T,Bike,Full-time,4.35,Y
DP01662,Divya F,Scooter,Full-time,4.35,Y
DP03294,Suresh M,Cycle,Full-time,4.01,Y
DP04765,Deepak C,Bike,Full-time,4.44,Y
DP09281,Pooja J,Scooter,Full-time,4.5,Y
DP06575,Suresh K,Bike,Full-time,4.21,Y
DP11354,Arjun X,Scooter,Part-time,4.52,Y
DP03810,Kiran N,Car,Full-time,4.55,Y
DP07766,Divya Z,Scooter,Full-time,4.27,Y
DP05872,Ravi I,Scooter,Full-time,4.3,Y
DP10531,Priya T,Bike,Part-time,5,Y
DP04307,Amit V,Bike,Contract,4.46,Y
DP12648,Rakesh A,Scooter,Full-time,3.41,Y
DP02965,Kiran Q,Scooter,Contract,4.61,Y
DP04853,Suresh Z,Bike,Contract,4.32,Y
DP06298,Ananya X,Bike,Contract,4.37,Y
DP03674,Deepak A,Cycle,Part-time,4.78,Y
DP09819,Amit M,Car,Contract,4.17,Y
DP07574,Manoj W,Scooter,Full-time,4.16,N
DP12600,Priya B,Scooter,Contract,3.97,Y
DP13605,Neha L,Bike,Full-time,4.06,Y
DP07124,Neha M,Scooter,Contract,4.01,Y
DP05840,Ravi B,Scooter,Part-time,4.36,Y
DP00692,Shreya Y,Bike,Full-time,3.72,Y
DP02666,Divya S,Scooter,Part-time,4.36,Y
DP11662,Rahul O,Bike,Part-time,3.87,Y
DP00949,Vikas A,Scooter,Contract,4.2,Y
DP10474,Meena V,Bike,Full-time,4.26,Y
DP14698,Meena Y,Bike,Part-time,4.32,Y
DP11522,Ravi N,Bike,Full-time,3.89,Y
DP02585,Amit L,Scooter,Full-time,3.97,Y
DP03255,Amit P,Bike,Contract,4.33,Y
DP14408,Nikhil Q,Scooter,Contract,4.83,Y
DP04022,Suresh G,Bike,Full-time,4.36,Y
DP08985,Meena P,Scooter,Full-time,4.23,Y
DP11014,Neha T,Bike,Contract,4.3,Y
DP11493,Ananya Z,Scooter,Part-time,3.94,Y
DP07585,Sneha E,Scooter,Contract,4.06,Y
DP12309,Santosh I,Scooter,Full-time,4.36,Y
DP02575,Vikas M,Scooter,Contract,4.35,Y
DP04631,Deepak B,Scooter,Full-time,3.98,Y
DP02937,Rahul B,Car,Contract,4.58,Y
DP00977,Suresh G,Bike,Full-time,3.86,Y
DP09478,Santosh R,Cycle,Full-time,4.02,Y
DP07887,Ananya S,Scooter,Full-time,4.32,Y
DP10808,Nikhil K,Scooter,Contract,4.29,Y
DP13416,Ravi O,Bike,Part-time,3.96,Y
DP06803,Deepak D,Bike,Contract,3.88,Y
DP10726,Rakesh T,Scooter,Part-time,4.53,Y
DP08437,Ananya X,Bike,Contract,4.11,Y
DP13947,Pooja G,Bike,Part-time,3.89,Y
DP03329,Shreya G,Bike,Full-time,3.99,Y
DP06166,Neha H,Bike,Full-time,3.95,Y
DP09293,Suresh X,Bike,Contract,4.69,Y
DP01533,Pooja F,Scooter,Contract,3.9,Y
DP03550,Shreya W,Bike,Part-time,3.95,N
DP02410,Suresh M,Scooter,Part-time,3.89,Y
DP08355,Priya X,Scooter,Contract,4.17,Y
DP00962,Priya J,Scooter,Full-time,4.28,Y
DP07075,Neha V,Bike,Part-time,4.54,Y
DP02971,Amit F,Scooter,Part-time,4.06,Y
DP09160,Kiran T,Scooter,Part-time,4.49,Y
DP13122,Nikhil X,Scooter,Part-time,3.74,Y
DP13420,Nikhil P,Cycle,Part-time,4.39,Y
DP07776,Ananya Z,Scooter,Contract,4.15,N
DP02540,Neha K,Car,Full-time,4.12,Y
DP00835,Arjun Z,Scooter,Full-time,4.37,Y
DP12026,Amit W,Scooter,Full-time,3.82,Y
DP07409,Rahul Q,Bike,Part-time,4.08,N
DP13196,Shreya D,Cycle,Full-time,4.05,Y
DP14069,Amit E,Scooter,Full-time,4.71,Y
DP12634,Ravi L,Scooter,Contract,3.87,Y
DP11195,Priya G,Cycle,Full-time,4.09,N
DP13298,Priya L,Bike,Contract,4.28,Y
DP05245,Vikas Q,Bike,Part-time,3.79,Y
DP11995,Ravi R,Scooter,Contract,3.94,Y
DP04819,Neha D,Scooter,Part-time,4.42,Y
DP09155,Meena R,Scooter,Part-time,4.12,Y
DP13608,Manoj G,Scooter,Full-time,4.14,Y
DP08909,Meena T,Bike,Part-time,4.6,N
DP10023,Divya H,Bike,Full-time,4.39,Y
DP06604,Meena R,Bike,Full-time,4.04,Y
DP08977,Arjun I,Bike,Contract,4.16,Y
DP05636,Arjun B,Bike,Full-time,4.5,Y
DP01677,Suresh T,Bike,Contract,3.67,Y
DP05710,Deepak B,Bike,Part-time,4.16,Y
DP07107,Suresh K,Bike,Full-time,4.42,Y
DP07285,Nikhil J,Bike,Full-time,4.27,Y
DP10252,Ananya K,Scooter,Part-time,4.28,Y
DP06002,Santosh Y,Bike,Full-time,4.59,Y
DP12369,Deepak A,Scooter,Full-time,3.71,Y
DP05412,Arjun V,Bike,Part-time,4.16,Y
DP12248,Rakesh P,Bike,Part-time,4.52,Y
DP00028,Nikhil Z,Scooter,Full-time,4.14,Y
DP04610,Nikhil K,Scooter,Part-time,4.23,Y
DP09048,Pooja R,Bike,Full-time,4.03,Y
DP12812,Vikas W,Bike,Full-time,4.5,Y
DP01181,Nikhil S,Bike,Contract,4.94,Y
DP01341,Ravi D,Scooter,Part-time,4.21,N
DP12691,Divya L,Scooter,Part-time,4.3,Y
DP09029,Nikhil C,Bike,Part-time,4.55,Y
DP05390,Deepak C,Cycle,Part-time,4.19,Y
DP05914,Nikhil M,Scooter,Contract,4.55,Y
DP14304,Pooja L,Cycle,Full-time,4.76,Y
DP14969,Vikas E,Scooter,Full-time,3.8,Y
DP12683,Meena G,Bike,Part-time,4.05,Y
DP12374,Rahul Q,Bike,Part-time,3.45,Y
DP06881,Sneha T,Cycle,Full-time,4.19,Y
DP10203,Santosh S,Bike,Contract,4.1,Y
DP09471,Amit Q,Scooter,Full-time,4.16,Y
DP01815,Nikhil B,Cycle,Full-time,4.19,Y
DP08544,Priya C,Scooter,Contract,3.98,Y
DP03120,Suresh A,Scooter,Part-time,4.06,Y
DP04839,Manoj N,Bike,Contract,3.61,Y
DP08825,Divya Z,Scooter,Contract,3.74,N
DP10002,Meena W,Bike,Part-time,3.58,Y
DP08424,Arjun G,Scooter,Full-time,4.67,Y
DP05152,Rahul L,Bike,Full-time,3.94,Y
DP09796,Santosh J,Bike,Full-time,4.49,Y
DP06559,Vikas Z,Cycle,Full-time,4.6,Y
DP06256,Vikas V,Bike,Full-time,4.3,Y
DP14207,Rakesh Y,Scooter,Contract,4.65,Y
DP10652,Amit J,Scooter,Part-time,4.33,Y
DP12875,Ananya D,Bike,Contract,4.56,Y
DP09930,Priya M,Bike,Contract,4.4,N
DP09511,Deepak W,Scooter,Full-time,4.3,Y
DP14416,Pooja I,Cycle,Full-time,4.09,Y
DP03914,Meena S,Bike,Part-time,3.65,Y
DP02057,Ravi A,Cycle,Full-time,4.32,Y
DP05711,Vikas J,Cycle,Full-time,4.59,Y
DP09841,Ravi C,Bike,Part-time,4.37,Y
DP10779,Ravi K,Scooter,Full-time,4.06,Y
DP14940,Rakesh F,Bike,Full-time,4,N
DP12057,Divya O,Bike,Full-time,3.83,Y
DP09286,Manoj D,Scooter,Contract,3.95,N
DP11334,Priya T,Scooter,Contract,3.78,Y
DP04698,Priya S,Scooter,Full-time,4.65,Y
DP01284,Vikas N,Bike,Full-time,4.08,Y
DP00950,Pooja V,Bike,Full-time,4.29,Y
DP03959,Rahul F,Scooter,Full-time,4.27,Y
DP07737,Rahul G,Bike,Part-time,4.56,Y
DP09941,Nikhil N,Bike,Full-time,4.47,Y
DP00162,Meena Z,Bike,Part-time,3.85,Y
DP05533,Divya Z,Bike,Full-time,4.48,Y
DP04437,Rakesh B,Bike,Contract,4.43,Y
DP02199,Manoj G,Bike,Part-time,4,Y
DP01345,Divya W,Scooter,Full-time,4.32,Y
DP12400,Meena D,Scooter,Part-time,3.9,Y
DP07775,Shreya B,Cycle,Full-time,4.38,Y
DP08405,Ravi Y,Scooter,Contract,4.44,Y
DP13277,Nikhil A,Bike,Contract,4.42,N
DP07922,Shreya M,Bike,Full-time,4.34,Y
DP12945,Rakesh H,Scooter,Full-time,4.33,Y
DP02824,Vikas V,Bike,Full-time,3.91,Y
DP11560,Pooja S,Scooter,Full-time,3.58,Y
DP11900,Deepak I,Bike,Full-time,4.64,Y
DP08078,Suresh M,Bike,Full-time,4.34,Y
DP09662,Santosh P,Bike,Full-time,4.09,Y
DP13707,Rakesh Y,Car,Full-time,4.21,Y
DP07194,Ananya A,Bike,Part-time,4.15,Y
DP05752,Kiran T,Scooter,Contract,4.33,Y
DP14690,Santosh Q,Bike,Full-time,4.2,Y
DP03254,Pooja M,Scooter,Full-time,4.83,N
DP04178,Sneha N,Bike,Contract,3.73,Y
DP09514,Kiran X,Bike,Contract,4.2,Y
DP05714,Shreya Y,Scooter,Full-time,4.5,N
DP10879,Ananya A,Scooter,Contract,4.36,Y
DP08578,Rakesh W,Scooter,Part-time,4.37,Y
DP00863,Manoj L,Scooter,Contract,4.12,Y
DP01127,Nikhil T,Bike,Full-time,4.32,Y
DP10503,Nikhil E,Bike,Contract,4.45,Y
DP03512,Neha H,Scooter,Part-time,4.46,Y
DP06842,Divya N,Bike,Full-time,4.43,Y
DP13840,Meena G,Bike,Part-time,4.64,Y
DP06061,Suresh B,Bike,Full-time,4.31,Y
DP06153,Meena I,Scooter,Part-time,3.99,Y
DP01827,Divya J,Cycle,Full-time,4.17,N
DP04684,Rakesh K,Scooter,Full-time,4.15,N
DP04287,Meena Y,Bike,Part-time,4.68,N
DP00533,Santosh M,Scooter,Part-time,3.85,N
DP04491,Nikhil S,Bike,Full-time,4.27,Y
DP13964,Ravi G,Scooter,Full-time,4.07,Y
DP01090,Suresh F,Scooter,Full-time,4.15,Y
DP14463,Sneha I,Bike,Part-time,4.02,N
DP00211,Suresh S,Bike,Contract,4.17,Y
DP08507,Suresh U,Scooter,Part-time,4.18,Y
DP10904,Arjun O,Car,Full-time,4.42,Y
DP10992,Amit S,Scooter,Part-time,3.87,Y
DP14314,Divya U,Bike,Part-time,4.83,Y
DP12822,Amit W,Scooter,Part-time,4.62,Y
DP01477,Kiran N,Bike,Full-time,4.19,Y
DP13037,Ananya N,Cycle,Contract,4.1,Y
DP00171,Vikas W,Bike,Full-time,4.41,Y
DP10918,Arjun W,Scooter,Part-time,4.71,Y
DP05415,Ravi B,Scooter,Contract,4.54,Y
DP13109,Shreya E,Cycle,Full-time,3.62,Y
DP05263,Kiran Z,Car,Full-time,4.2,Y
DP12371,Sneha Z,Bike,Full-time,3.79,Y
DP09495,Vikas E,Bike,Contract,4.27,Y
DP09825,Rahul E,Scooter,Contract,4.84,Y
DP14281,Amit T,Bike,Full-time,3.94,Y
DP08794,Arjun T,Scooter,Full-time,4.6,Y
DP04325,Nikhil X,Bike,Contract,4.81,Y
DP04105,Kiran T,Cycle,Part-time,4.21,Y
DP10011,Manoj T,Bike,Full-time,4.8,Y
DP09947,Ananya J,Bike,Full-time,4.2,Y
DP03506,Rahul O,Bike,Full-time,4.05,Y
DP08851,Kiran T,Scooter,Contract,4.1,Y
DP07994,Santosh U,Bike,Part-time,4.55,Y
DP11450,Arjun P,Scooter,Full-time,4.62,Y
DP02717,Santosh Q,Bike,Part-time,4.29,Y
DP01964,Kiran G,Bike,Full-time,4.55,Y
DP03894,Kiran M,Bike,Contract,3.89,Y
DP06446,Meena G,Cycle,Part-time,4.11,Y
DP11655,Sneha J,Bike,Full-time,3.57,Y
